"DateTime","Gold Prices - 100 Year Historical Chart"
"2006-09-01 00:00:00",601.75
"2006-10-01 00:00:00",600.9
"2006-11-01 00:00:00",638.4
"2006-12-01 00:00:00",635.7
"2007-01-01 00:00:00",645.75
"2007-02-01 00:00:00",677
"2007-03-01 00:00:00",663.5
"2007-04-01 00:00:00",678
"2007-05-01 00:00:00",656.6
"2007-06-01 00:00:00",648.5
"2007-07-01 00:00:00",666.75
"2007-08-01 00:00:00",668
"2007-09-01 00:00:00",737.75
"2007-10-01 00:00:00",783
"2007-11-01 00:00:00",794.75
"2007-12-01 00:00:00",836.5
"2008-01-01 00:00:00",923.75
"2008-02-01 00:00:00",969
"2008-03-01 00:00:00",937.25
"2008-04-01 00:00:00",867.75
"2008-05-01 00:00:00",879.5
"2008-06-01 00:00:00",932.75
"2008-07-01 00:00:00",912
"2008-08-01 00:00:00",836.5
"2008-09-01 00:00:00",897
"2008-10-01 00:00:00",728.5
"2008-11-01 00:00:00",813.5
"2008-12-01 00:00:00",865
"2009-01-01 00:00:00",918.5
"2009-02-01 00:00:00",943.75
"2009-03-01 00:00:00",918.5
"2009-04-01 00:00:00",889
"2009-05-01 00:00:00",972
"2009-06-01 00:00:00",941
"2009-07-01 00:00:00",936.5
"2009-08-01 00:00:00",950.75
"2009-09-01 00:00:00",1001.25
"2009-10-01 00:00:00",1044.5
"2009-11-01 00:00:00",1172
"2009-12-01 00:00:00",1104
"2010-01-01 00:00:00",1082.75
"2010-02-01 00:00:00",1112.5
"2010-03-01 00:00:00",1109.5
"2010-04-01 00:00:00",1175.25
"2010-05-01 00:00:00",1214
"2010-06-01 00:00:00",1240.5
"2010-07-01 00:00:00",1168
"2010-08-01 00:00:00",1233.5
"2010-09-01 00:00:00",1311
"2010-10-01 00:00:00",1336.75
"2010-11-01 00:00:00",1375
"2010-12-01 00:00:00",1410.25
"2011-01-01 00:00:00",1333.5
"2011-02-01 00:00:00",1409.75
"2011-03-01 00:00:00",1431
"2011-04-01 00:00:00",1531
"2011-05-01 00:00:00",1537
"2011-06-01 00:00:00",1508
"2011-07-01 00:00:00",1613.75
"2011-08-01 00:00:00",1826
"2011-09-01 00:00:00",1629
"2011-10-01 00:00:00",1718
"2011-11-01 00:00:00",1704
"2011-12-01 00:00:00",1574.5
"2012-01-01 00:00:00",1738
"2012-02-01 00:00:00",1788
"2012-03-01 00:00:00",1660.75
"2012-04-01 00:00:00",1662.5
"2012-05-01 00:00:00",1567.5
"2012-06-01 00:00:00",1569.5
"2012-07-01 00:00:00",1622.75
"2012-08-01 00:00:00",1657.75
"2012-09-01 00:00:00",1781
"2012-10-01 00:00:00",1718
"2012-11-01 00:00:00",1728.25
"2012-12-01 00:00:00",1664
"2013-01-01 00:00:00",1674.5
"2013-02-01 00:00:00",1591
"2013-03-01 00:00:00",1602.5
"2013-04-01 00:00:00",1472.75
"2013-05-01 00:00:00",1410.25
"2013-06-01 00:00:00",1203.25
"2013-07-01 00:00:00",1331.5
"2013-08-01 00:00:00",1392.75
"2013-09-01 00:00:00",1335.75
"2013-10-01 00:00:00",1333.75
"2013-11-01 00:00:00",1245.25
"2013-12-01 00:00:00",1201.5
"2014-01-01 00:00:00",1246.5
"2014-02-01 00:00:00",1327.75
"2014-03-01 00:00:00",1294
"2014-04-01 00:00:00",1292
"2014-05-01 00:00:00",1254
"2014-06-01 00:00:00",1313
"2014-07-01 00:00:00",1295
"2014-08-01 00:00:00",1285.75
"2014-09-01 00:00:00",1210
"2014-10-01 00:00:00",1173.25
"2014-11-01 00:00:00",1184.5
"2014-12-01 00:00:00",1199.25
"2015-01-01 00:00:00",1263.5
"2015-02-01 00:00:00",1205
"2015-03-01 00:00:00",1179.25
"2015-04-01 00:00:00",1204.3
"2015-05-01 00:00:00",1189.8
"2015-06-01 00:00:00",1171.8
"2015-07-01 00:00:00",1095.1
"2015-08-01 00:00:00",1132.5
"2015-09-01 00:00:00",1115.2
"2015-10-01 00:00:00",1141.4
"2015-11-01 00:00:00",1065.3
"2015-12-01 00:00:00",1060.2
"2016-01-01 00:00:00",1116.4
"2016-02-01 00:00:00",1234.4
"2016-03-01 00:00:00",1235.6
"2016-04-01 00:00:00",1290.5
"2016-05-01 00:00:00",1217.5
"2016-06-01 00:00:00",1320.6
"2016-07-01 00:00:00",1357.5
"2016-08-01 00:00:00",1311.4
"2016-09-01 00:00:00",1317.1
"2016-10-01 00:00:00",1273.1
"2016-11-01 00:00:00",1173.9
"2016-12-01 00:00:00",1151.7
"2017-01-01 00:00:00",1211.4
"2017-02-01 00:00:00",1253.9
"2017-03-01 00:00:00",1251.2
"2017-04-01 00:00:00",1268.3
"2017-05-01 00:00:00",1275.4
"2017-06-01 00:00:00",1242.3
"2017-07-01 00:00:00",1273.4
"2017-08-01 00:00:00",1322.2
"2017-09-01 00:00:00",1284.8
"2017-10-01 00:00:00",1270.5
"2017-11-01 00:00:00",1282.15
"2017-12-01 00:00:00",1296.5
"2018-01-01 00:00:00",1343.35
"2018-02-01 00:00:00",1320.3
"2018-03-01 00:00:00",1323.9
"2018-04-01 00:00:00",1316.25
"2018-05-01 00:00:00",1303.5
"2018-06-01 00:00:00",1250.55
"2018-07-01 00:00:00",1219.2
"2018-08-01 00:00:00",1206.85
"2018-09-01 00:00:00",1183.5
"2018-10-01 00:00:00",1217.7
"2018-11-01 00:00:00",1220.45
"2018-12-01 00:00:00",1281.65
"2019-01-01 00:00:00",1322.5
"2019-02-01 00:00:00",1325.45
"2019-03-01 00:00:00",1291.15
"2019-04-01 00:00:00",1285.15
"2019-05-01 00:00:00",1296
"2019-06-01 00:00:00",1413.2
"2019-07-01 00:00:00",1430.55
"2019-08-01 00:00:00",1526.55
"2019-09-01 00:00:00",1487.6
"2019-10-01 00:00:00",1506.4
"2019-11-01 00:00:00",1456.35
"2019-12-01 00:00:00",1523
"2020-01-01 00:00:00",1580.85
"2020-02-01 00:00:00",1626.35
"2020-03-01 00:00:00",1604.65
"2020-04-01 00:00:00",1716.75
"2020-05-01 00:00:00",1725.65
"2020-06-01 00:00:00",1770.7
"2020-07-01 00:00:00",1971.68
"2020-08-01 00:00:00",1970.5
"2020-09-01 00:00:00",1893.9
"2020-10-01 00:00:00",1879.9
"2020-11-01 00:00:00",1779.86
"2020-12-01 00:00:00",1895.1
"2021-01-01 00:00:00",1849.7
"2021-02-01 00:00:00",1728.8
"2021-03-01 00:00:00",1715.24
"2021-04-01 00:00:00",1767.7
"2021-05-01 00:00:00",1904.74
"2021-06-01 00:00:00",1771.6
"2021-07-01 00:00:00",1814.12
"2021-08-01 00:00:00",1815.8
"2021-09-01 00:00:00",1756.66
"2021-10-01 00:00:00",1783.9
"2021-11-01 00:00:00",1775.92
"2021-12-01 00:00:00",1828.6
"2022-01-01 00:00:00",1796.12
"2022-02-01 00:00:00",1900.7
"2022-03-01 00:00:00",1953.04
"2022-04-01 00:00:00",1911.7
"2022-05-01 00:00:00",1847.26
"2022-06-01 00:00:00",1817.4548
"2022-07-01 00:00:00",1766.4309
"2022-08-01 00:00:00",1708.58
"2022-09-01 00:00:00",1660.8799
"2022-10-01 00:00:00",1632.38
"2022-11-01 00:00:00",1768.61
"2022-12-01 00:00:00",1824.3233
"2023-01-01 00:00:00",1928.1201
"2023-02-01 00:00:00",1826.7404
"2023-03-01 00:00:00",1969.5459
"2023-04-01 00:00:00",1990.6
"2023-05-01 00:00:00",1965.2
"2023-06-01 00:00:00",1919.5693
"2023-07-01 00:00:00",1964.3387
"2023-08-01 00:00:00",1939.8281
"2023-09-01 00:00:00",1848.4898
"2023-10-01 00:00:00",1984.0109
"2023-11-01 00:00:00",2044.8957
"2023-12-01 00:00:00",2062.9233
"2024-01-01 00:00:00",2039.1538
"2024-02-01 00:00:00",2044.1997
"2024-03-01 00:00:00",2231.5551
"2024-04-01 00:00:00",2285.9886
"2024-05-01 00:00:00",2327.2836
"2024-06-01 00:00:00",2326.7177
"2024-07-01 00:00:00",2447.3573
"2024-08-01 00:00:00",2503.3796
"2024-09-01 00:00:00",2634.7649
"2024-10-01 00:00:00",2746.7019
"2024-11-01 00:00:00",2651.2196
"2024-12-01 00:00:00",2624.603
"2025-01-01 00:00:00",2798.1969
"2025-02-01 00:00:00",2858.0493
"2025-03-01 00:00:00",3123.0822
"2025-04-01 00:00:00",3288.7814
"2025-05-01 00:00:00",3289.5548
"2025-06-01 00:00:00",3368.4664
